EPSPs recorded with voltage sensitive dye JPW1114 from the CA1 field of rat hippocampal slice,,,,,,,,,,,,,,,,,,,,,,
,,LM input,,,,,,,,,,,OR input,,,,,,,,,
,time,"location2,7","3,7","4,7","5,7","6,7","8,7","9,7","10,7","11,7","12,7",,"location2,7","3,7","4,7","5,7","6,7","8,7","9,7","10,7","11,7","12,7"

88,22,-0.006889395,0.002269135,0.001417644,0.012341646,-0.009675269,0.002450231,0.003273735,-0.00234257,-0.006847888,0.000401992,,0.001798056,0.002439575,0.000645329,-0.001997156,0.008818431,-0.007461335,0.007769406,-0.000126832,-0.000711649,0.001293447
89,22.25,-0.00557926,0.00300045,-0.00603814,0.00410872,-0.00168381,0.003551111,0.003280427,-0.000717945,-0.004704352,0.005907185,,0.010257108,0.004879665,0.003628019,-0.000937143,0.001442997,0.000287225,0.003622631,0.006214018,-0.010214496,-0.001850156
90,22.5,-0.008993464,0.006734557,-0.006239944,0.001321373,-7.61817E-05,0.001887246,0.008456368,0.004694997,-0.00899027,-0.00746579,,0.004744134,-0.004382515,0.004184362,0.003118536,-0.002599399,-0.004277668,-0.003838803,0.008363157,-0.004815713,0.003699962
91,22.75,-0.002140722,-0.000821,0.00568474,-0.006886625,-0.003877979,-0.001754574,0.005116964,0.004133512,-0.003043577,0.000284862,,0.003022822,-0.000523333,-0.005330939,-0.000177989,-0.006452024,0.000518878,-0.001725362,0.014977493,0.004359456,0.004538979
92,23,-0.006315155,-0.000410608,0.002201171,-0.005383441,-0.001737207,-0.004129498,0.000136182,0.001802085,-0.01356636,-0.01302438,,0.000719018,-0.009574726,0.002066144,-0.005307497,0.003829003,-0.002119055,-0.006986919,0.00170876,-0.005939322,-3.80863E-05
93,23.25,-0.01183165,0.000509284,-0.003206325,1.0392E-05,-0.005286471,-0.004054174,-0.006453862,-0.004443978,-0.001259213,-0.005395514,,0.003544335,-0.00321102,-0.001104083,-0.006301292,0.006708117,-0.010720075,-0.000113554,0.003141831,-0.000439814,0.001967369
94,23.5,-0.009049073,-0.002190635,0.000943881,-0.001424761,0.008518971,-0.009432364,0.005858745,-0.000736592,-0.00571011,-0.006256341,,0.00852176,1.77537E-05,0.001544836,-0.001018703,0.005617355,-0.005150913,-0.000363963,-0.001106497,-0.001672381,-0.00798045
95,23.75,-0.007273796,0.003057244,-0.007321189,-0.00015574,0.005294019,-0.009071027,0.006757213,-0.007249867,0.006375817,-0.000821367,,0.003472846,-0.007619115,-0.009520865,-0.004993794,-6.97038E-05,0.001255603,-0.002548458,0.002771737,0.001977356,0.001791698
96,24,-0.003422943,-0.000378273,-0.004181906,-0.003414418,0.001218844,0.00213127,0.002075197,-0.00458156,-0.011493487,-0.007787881,,-0.000405111,0.002781734,-0.000154671,0.00651291,-0.003073722,0.008475087,0.007055871,0.005419368,-0.001108485,-0.002366682
97,24.25,-0.00331734,-0.005278782,-0.000620652,-0.006260936,-0.007066818,0.005124148,-0.001292122,-0.001798466,-0.006989946,-0.009353319,,0.00209377,0.001017836,-0.004042937,0.001855462,-0.004487059,0.004129577,-0.001266209,0.001951898,-0.000948608,-0.000939627
98,24.5,-0.009980028,-0.003971081,0.011442505,-0.004174846,-0.006896496,0.00291196,0.001762859,-0.000344621,-0.011596285,-0.009007716,,0.001195758,0.001970986,-0.000718275,0.003243207,0.00282992,0.003703408,0.001514666,-0.000240066,-0.007700068,-0.003309685
99,24.75,-0.015741874,0.00414874,-0.002460531,0.00547199,0.001635491,-0.001337789,0.004236807,0.000132341,-0.002359453,-0.008929176,,-0.001464305,-0.004514904,0.004867823,-0.005974964,0.004769975,-0.001197739,0.000511438,0.002997982,-0.002738499,0.000391289
100,25,-0.004186923,0.001182674,-0.001832917,0.008880565,0.006999518,-0.002575536,0.006258489,-0.000679789,-0.003221804,-0.006300816,,-0.00078802,0.001573222,-0.00150355,-0.005602496,0.003479618,0.005620001,-0.011002269,-0.002979295,-0.008819158,0.006520417
101,25.25,-0.003532438,-0.001819007,0.00354506,0.012447847,-5.42712E-05,-0.006939603,0.000936539,-0.003983708,-0.000641701,-0.001326429,,-0.005003261,0.004925762,-0.011100411,0.002363732,0.001412005,-0.001181073,0.003679397,0.011428716,-4.01433E-05,-0.008102837
102,25.5,0.000125737,-0.00409019,-0.004559415,0.011150563,0.002160024,-0.007012511,0.004590437,-0.008620913,-0.00514129,0.003659332,,-0.003527378,-0.001027943,-0.006184243,-0.005519416,0.000502771,-0.00190327,0.00470067,-0.000900181,-0.002097673,-0.003727937
103,25.75,0.003812616,-0.011043528,-0.00764592,0.00453417,0.010697867,-0.00947521,0.004918498,-0.002501656,-0.002316995,-0.008227983,,0.000814928,0.00919814,-0.000270551,-0.006818863,0.000680313,0.002187631,-0.003970222,0.003158351,0.002579673,-0.005076466
104,26,-0.005796592,-0.009659251,-0.003572856,-0.001486967,-0.003096635,-0.004200629,-0.006150695,-0.006236698,-0.010054711,-0.001676819,,-0.004348003,0.010295464,-0.000396558,-0.000702338,-0.000951111,0.009729774,-0.000496885,0.00128536,-0.003195222,-0.000118908
105,26.25,-0.00140267,-0.011351894,-0.001389099,-0.004671101,0.00283922,-0.01228509,0.003150181,0.009227769,-0.001287683,-0.010112699,,-0.006926085,0.002156214,0.000687722,-0.002022523,-0.005666901,0.00092722,0.001502565,-0.000530504,0.002945001,-0.010563487
106,26.5,-0.00144505,0.002364055,0.001728553,-0.007334913,0.000261714,-0.004011387,-0.005372202,-0.004814716,-0.001468483,0.00230755,,-0.003086489,0.001088065,-0.000968185,-0.008004694,-0.001456374,-0.005225273,-0.002757834,-0.005659902,-0.000809987,-0.012301266
107,26.75,0.002647954,-0.009178323,-0.005172871,0.006273531,0.000205554,-0.006384742,-0.000577648,0.005510737,0.002630522,-0.003622452,,-0.005682801,-0.007208152,-0.000747544,-0.009091296,0.004152691,0.008965006,-0.003478749,-0.002562528,-0.005457248,-0.007614154
108,27,-0.005835065,-0.001102764,-0.001150106,0.001651868,-0.002428161,-0.007479455,0.004128135,0.000381653,0.000408727,-0.003419993,,0.014901056,-0.004089121,-0.003927988,-0.00639389,-0.003811825,-0.000420148,0.002156063,-0.010833334,-0.005163103,-0.005242741
109,27.25,-0.001731522,-0.00176171,0.002424612,-0.00519481,0.004298591,-0.012101856,0.006587252,0.011911985,-0.003196051,-0.003158609,,0.00641214,0.007393468,-0.009717274,-0.007573121,-0.003379669,0.005777931,0.007650615,-0.005648268,0.001747916,-0.002522405
110,27.5,0.009482331,0.003055921,-0.00544967,0.001260345,0.001059818,0.001599041,0.006193559,0.004639251,-0.001112784,9.38415E-06,,-0.007329948,-0.002610841,0.002825352,-0.002514566,0.002495654,0.006108655,0.002580714,4.60194E-05,-0.010600272,0.000321276
111,27.75,0.012911769,0.003575034,0.002337773,-0.001081418,0.004628329,-0.003067707,0.003882446,0.005041655,-0.000919499,-0.001788156,,0.002049324,-0.004810654,0.000730406,0.000846145,0.005174853,0.00265532,0.008160825,-0.004430135,-0.000773124,-0.001732321
112,28,0.011052145,0.010458152,0.015494896,0.008437972,0.009134041,0.003223129,-0.002822378,0.000879948,0.005293513,0.001728874,,-0.005645357,0.002292887,0.001616012,0.002101913,-7.42137E-05,0.002172069,0.002043528,0.006758955,0.00458949,0.004252468
113,28.25,0.017446658,0.018514715,0.015876521,0.014292035,0.01051972,0.010907056,0.004290429,0.001627426,0.00231,0.001418896,,-0.004560608,-0.00770302,0.005238275,-0.009061256,-0.001916079,0.008672978,-0.005260654,0.012762924,0.009609311,0.002814458
114,28.5,0.029332309,0.026461809,0.024752671,0.02167929,0.015500808,0.00294786,0.006271625,0.004414029,0.000828868,-0.001525088,,-0.000784317,-0.006742665,0.002141688,-0.005505985,-0.008201741,0.011289669,0.003477027,0.011695382,0.012605418,0.013743767
115,28.75,0.035775508,0.0381215,0.027877442,0.023106812,0.015707119,-0.00124814,0.007209199,-0.002189027,-0.006435428,0.00277579,,0.004894509,-0.003304102,0.003923867,-0.005210023,0.001268063,0.01240192,0.011332398,0.010121569,0.012837168,0.023031325
116,29,0.031425709,0.047148881,0.042705648,0.026425371,0.023300903,-0.002422997,0.012749857,0.004881936,0.001293383,0.001236567,,0.004215765,-0.006285187,-0.001011864,-0.001469344,-0.002383575,0.013900472,0.011083614,0.015214133,0.021579342,0.019345334
117,29.25,0.054848101,0.051091874,0.054709489,0.033870289,0.027315967,0.005745996,0.019547099,-0.001823546,0.014454838,0.004891166,,0.004592323,-0.001889554,-0.00415267,0.001202869,0.002054074,0.010982611,0.013566211,0.019056187,0.038121609,0.033837168
118,29.5,0.056691677,0.054936102,0.058792018,0.037794274,0.028640817,0.009839009,0.01744263,0.008014881,0.013674618,0.006373707,,-0.003886533,0.004880748,0.004191555,0.00794103,-0.001150731,0.010670274,0.010182043,0.029261498,0.031053418,0.033568891
119,29.75,0.059703815,0.067495321,0.067959907,0.046667869,0.034392589,0.014211886,0.01241183,0.010110549,0.009777514,0.009551019,,0.003295433,-0.000716386,0.005633434,0.00874244,0.002755547,0.011044555,0.008624288,0.024484323,0.041321788,0.035420997
120,30,0.066315118,0.064819946,0.062096527,0.058093528,0.028120616,0.016010845,0.024392905,0.000783252,0.011177886,0.003837107,,0.013726827,-0.001693824,0.007124304,0.006608274,0.005062388,0.015793523,0.014592941,0.030449909,0.0365896,0.035535722
121,30.25,0.072876912,0.069907734,0.06930044,0.052955437,0.038387659,0.024038036,0.018337069,0.000798137,0.011249674,0.000724054,,0.006690107,0.003374664,-0.002956592,0.006108232,0.007504594,0.014711098,0.013561474,0.029966826,0.052759084,0.031673736
122,30.5,0.069680315,0.073611951,0.075009103,0.057285362,0.042552286,0.023574761,0.013228772,0.019886725,0.003645109,0.012390208,,-0.001600185,-0.000824001,0.002006545,0.011586753,0.011528339,0.018349772,0.019338807,0.024780539,0.044647979,0.046459333
123,30.75,0.078465686,0.073661766,0.077005632,0.069433738,0.038296438,0.029080333,0.018358638,0.019113495,0.010397594,0.010496766,,-0.004647888,-0.001364748,0.004005279,0.010376974,0.008261413,0.014368577,0.008286579,0.028741991,0.049779334,0.045776196
124,31,0.075073956,0.078203157,0.091062246,0.065907915,0.042648126,0.028696135,0.016062206,0.023063349,0.016360577,0.015406285,,0.002735077,-0.000245203,-0.003000528,0.010491458,0.013064154,0.014884018,0.017739916,0.031627794,0.047216373,0.04351006
125,31.25,0.068767232,0.077938821,0.084971819,0.06233897,0.043734323,0.027165679,0.016487928,0.028239428,0.015954446,0.018513748,,0.007041978,-0.002479807,0.005547145,0.000745318,0.005893409,0.012998422,0.027245279,0.03196973,0.057392272,0.04778033
126,31.5,0.086478625,0.069946269,0.086177057,0.066883519,0.059468925,0.032717545,0.013779492,0.022679798,0.015732118,0.017433952,,-0.002360186,0.004349028,0.004203579,0.005986518,0.010942609,0.019828148,0.027200854,0.034211537,0.050199132,0.047721926
127,31.75,0.077933992,0.081949155,0.084318393,0.065211983,0.063064997,0.042495515,0.02404246,0.014844479,0.023508932,0.014010551,,-0.001133798,-0.005958684,0.000388899,0.007393501,0.00873933,0.015388124,0.024417974,0.024935673,0.064498676,0.043881284
128,32,0.083752055,0.083273149,0.09211163,0.059297342,0.059836508,0.039964664,0.028341617,0.012203134,0.018138451,0.005661327,,0.003136256,-0.000268119,0.008322557,0.002425912,0.008690074,0.021788966,0.038025183,0.039812816,0.051463425,0.044680932
129,32.25,0.090863205,0.086911453,0.085387847,0.066174161,0.061437233,0.034623558,0.032078599,0.017460705,0.024237648,0.007270123,,0.008400451,-0.001882131,0.004268878,0.00584114,0.008148159,0.029602978,0.028947308,0.042308128,0.055739235,0.036991882
130,32.5,0.089170334,0.079333335,0.082687451,0.077529748,0.065550095,0.029253496,0.032458262,0.025420253,0.019708014,0.015722768,,0.010554702,0.003676526,0.006591736,0.011058939,0.009264349,0.026945237,0.036162931,0.034702016,0.060822077,0.043872311
131,32.75,0.080491554,0.082345787,0.079349677,0.078198605,0.063485166,0.035848192,0.035272332,0.024580424,0.015978366,0.024281532,,-0.002458624,0.008980766,0.008262227,0.014534381,0.01328959,0.019136961,0.033647269,0.036048013,0.055688608,0.047767342
132,33,0.083451036,0.080899957,0.093449271,0.082004211,0.061790314,0.03637966,0.035404676,0.023711514,0.020735297,0.012002788,,0.006024524,0.013595008,0.002616081,0.015708382,0.017995892,0.030173863,0.033006328,0.033647565,0.05117695,0.046354969
133,33.25,0.086775373,0.084353802,0.094132868,0.078077459,0.069233995,0.038526187,0.035000408,0.017495614,0.027599159,0.023402538,,0.002741117,0.005822893,0.005180835,-0.00095177,0.018388429,0.028643534,0.036389195,0.038780368,0.05738951,0.045837316
134,33.5,0.086632761,0.080749282,0.094026466,0.080540376,0.060178652,0.033179214,0.03561591,0.027016106,0.022239389,0.016881962,,0.004524365,0.001835264,0.008289635,0.004242395,0.014440511,0.033131887,0.031452634,0.047337645,0.066251299,0.052771229
135,33.75,0.078804002,0.086054106,0.087383417,0.08457823,0.064288606,0.036595159,0.029508638,0.025358172,0.028232168,0.019555842,,0.002595501,0.006207132,0.012879574,0.016414633,0.023009752,0.035983939,0.037299775,0.043408526,0.053654593,0.052967529
136,34,0.08237521,0.076743248,0.090728809,0.088661194,0.073391772,0.044116328,0.040232655,0.028934058,0.02454841,0.016458143,,0.006334776,0.004644687,0.010202328,0.012069341,0.024325171,0.042769523,0.031758811,0.04522976,0.06254772,0.055827166
137,34.25,0.095800152,0.075359232,0.08366081,0.078706538,0.072054475,0.035327001,0.032909722,0.028468769,0.035092124,0.018345647,,0.002027356,-0.000423872,0.018289814,0.008888545,0.018428874,0.040291567,0.036273821,0.0287203,0.055669683,0.057452277
138,34.5,0.093223605,0.0721296,0.085156487,0.076619211,0.075738232,0.040445974,0.03617655,0.016327695,0.022187876,0.012508555,,0.002493626,0.002847126,0.010813214,0.011263039,0.023730189,0.037870979,0.041635469,0.042867526,0.05644468,0.057379624
139,34.75,0.078079894,0.07300477,0.089809365,0.086590758,0.071648987,0.044587555,0.035777675,0.029562187,0.03692163,0.011631321,,0.009721128,0.008973941,0.000908071,0.01854307,0.024624275,0.035106757,0.038808216,0.034653641,0.064450912,0.049632334
140,35,0.08290042,0.073213087,0.091672205,0.093317023,0.078284344,0.04645871,0.044293177,0.024812655,0.017869222,0.017629531,,0.004300162,0.005979668,0.006332173,0.010680448,0.020649122,0.034057509,0.035603811,0.034622449,0.059715876,0.052879252
141,35.25,0.084404437,0.076378941,0.082316583,0.085065108,0.069031195,0.037200841,0.041077391,0.037179643,0.023522912,0.016315955,,0.007127796,0.005107071,0.003342088,0.019299176,0.022636222,0.039381237,0.032376578,0.03773261,0.060408431,0.049977676
142,35.5,0.076537261,0.07314128,0.088233467,0.078545456,0.069382789,0.042944806,0.042561999,0.030864223,0.024352933,0.019193297,,0.006494416,0.001576398,0.014952771,0.015708407,0.015032298,0.04582135,0.039947517,0.040828775,0.060432472,0.050102764
143,35.75,0.085152217,0.079176715,0.08697931,0.082004275,0.081188872,0.045532347,0.042410768,0.033870892,0.025618519,0.012074377,,0.010691202,0.002877574,0.01094379,0.008162526,0.0214338,0.037636527,0.042982205,0.052808015,0.064667624,0.054773595
144,36,0.085869395,0.075229469,0.084048953,0.082082702,0.078437395,0.057642262,0.039788788,0.039726585,0.027696757,0.024738867,,0.005587215,0.008074736,0.006292493,0.004835302,0.021581419,0.041454945,0.037207354,0.052276918,0.059342151,0.049021973
145,36.25,0.089425189,0.079529533,0.078643774,0.079543517,0.077968869,0.05674869,0.042969982,0.040039093,0.028013823,0.019139658,,0.003859384,0.014277931,0.014280218,0.021067332,0.026320375,0.040458921,0.045907674,0.038482377,0.059213435,0.048550532
146,36.5,0.071135872,0.081979081,0.075652922,0.080439905,0.067743177,0.061980999,0.040552611,0.034488907,0.03555589,0.021468953,,0.009658025,0.010336458,0.01792704,0.023419328,0.023330262,0.036956158,0.041528287,0.033667013,0.055300609,0.052790789
147,36.75,0.081199038,0.072888947,0.077739248,0.085515265,0.072897164,0.050887501,0.05190284,0.035032066,0.031631135,0.022259171,,0.007424953,0.014175637,0.014411811,0.01467587,0.028011354,0.046413248,0.035565455,0.041746247,0.057885677,0.051174175
148,37,0.075941029,0.072202639,0.076187556,0.086581205,0.074547309,0.057641612,0.047783034,0.028344917,0.03846388,0.022629492,,0.010340037,0.002599718,0.004696948,0.017380736,0.029106883,0.048003105,0.047189627,0.035607112,0.048507917,0.043445169
149,37.25,0.074214214,0.072967137,0.089998488,0.081992733,0.072362837,0.054254872,0.052919723,0.030746139,0.041207449,0.025472469,,-0.000391427,0.00501318,0.009414691,0.016932931,0.013933271,0.046939856,0.043953423,0.040680153,0.059109715,0.038966769
150,37.5,0.077400908,0.077096531,0.072838189,0.079985907,0.067835274,0.043742919,0.039919244,0.035607107,0.040250299,0.026654765,,-0.005328959,0.012857638,0.020985358,0.00718243,0.027687099,0.040262377,0.053306588,0.044969554,0.061391412,0.04145356
151,37.75,0.073250429,0.078680422,0.07591073,0.07821191,0.070119142,0.04588613,0.049300552,0.031821094,0.039220375,0.01906443,,-0.003062523,0.014813465,0.01736846,0.016297353,0.032712041,0.042539848,0.031881768,0.036512116,0.063817412,0.047431372
152,38,0.079744187,0.06713829,0.085772621,0.076640298,0.082070126,0.053625482,0.043313897,0.037716161,0.03564323,0.01936408,,0.001076306,0.0125206,0.012290919,0.015520626,0.027307133,0.039919078,0.032381581,0.03007092,0.053250499,0.04556341
153,38.25,0.079061706,0.071451321,0.081555824,0.077094846,0.077039317,0.060896526,0.048951043,0.050979652,0.027736129,0.022946262,,0.007963031,0.012116988,0.013524526,0.016553422,0.026809473,0.046759323,0.031889183,0.035975888,0.060888045,0.049888992
154,38.5,0.078884107,0.070087405,0.070018737,0.083009606,0.077371319,0.056301811,0.041795801,0.039717181,0.034928069,0.03022189,,0.004412169,0.013942439,0.012279262,0.024956745,0.021081477,0.0492492,0.039205217,0.032144979,0.050514207,0.044822159
155,38.75,0.073564157,0.062926967,0.085280615,0.08159357,0.074053431,0.056784561,0.05279444,0.042176292,0.030937438,0.026378807,,0.006270917,0.012332941,0.01213132,0.021802553,0.025205229,0.0477177,0.031921333,0.030608248,0.04817641,0.045416984
156,39,0.077252071,0.072496042,0.073659901,0.077636979,0.073582135,0.05589609,0.04110118,0.040871553,0.04337836,0.030927598,,-0.00731066,0.013695443,0.012592685,0.023140356,0.033746343,0.049831637,0.045504179,0.033304548,0.051174005,0.038178483
157,39.25,0.072465275,0.074388146,0.075027523,0.080921714,0.076747759,0.060593644,0.046185486,0.040827557,0.035425437,0.026629778,,0.002506858,0.006399819,0.014454504,0.025374122,0.025747303,0.044056205,0.043546653,0.041898634,0.060386064,0.043967465
158,39.5,0.071177011,0.074040233,0.078511371,0.072514986,0.068419451,0.066453995,0.046264611,0.032623051,0.03191339,0.028211713,,0.006849446,0.00613243,0.012850799,0.02448144,0.025963619,0.045840327,0.035587622,0.038898046,0.050950394,0.035324014
159,39.75,0.068200764,0.062946934,0.075585671,0.07650958,0.0645672,0.05724854,0.049879525,0.044830662,0.027359066,0.026930701,,7.59686E-05,0.008820147,0.017694686,0.027471836,0.022205582,0.03733938,0.03859447,0.036578546,0.055566319,0.045544931
160,40,0.072819033,0.063670394,0.077992247,0.083273937,0.075916957,0.05304448,0.045808674,0.041445455,0.03278922,0.023691008,,0.006031774,0.005191203,0.014740284,0.024484868,0.026337164,0.047444159,0.037889533,0.036444521,0.054870005,0.047058049
161,40.25,0.069419894,0.065635489,0.073282115,0.085592418,0.076561728,0.057154083,0.049204723,0.031931163,0.036951542,0.02152557,,0.009221958,0.010877647,0.009728696,0.025179809,0.029060168,0.046222075,0.036328169,0.039110036,0.056380815,0.035567587
162,40.5,0.077166651,0.07610319,0.077122455,0.07487779,0.078880869,0.051449923,0.046793168,0.042678028,0.039778561,0.026890375,,-7.21991E-05,0.011134166,0.015331433,0.016951487,0.037044841,0.056302001,0.042351697,0.044111907,0.041232232,0.03822278
163,40.75,0.079711021,0.063037853,0.079275552,0.077069179,0.079143889,0.058694818,0.045169575,0.035977993,0.037335086,0.031409052,,0.001189674,0.00827793,0.02220277,0.017761325,0.030563858,0.04611395,0.042545856,0.033765346,0.052848392,0.048913875
164,41,0.06484493,0.067673792,0.066864623,0.070192712,0.074774616,0.05374413,0.03602646,0.042576636,0.03880476,0.026134906,,0.005593759,0.011507434,0.020914051,0.020389824,0.033466999,0.042798138,0.035211084,0.032522773,0.055443487,0.051562999
165,41.25,0.072512001,0.065395673,0.069642937,0.071880288,0.079945654,0.061796765,0.043701876,0.030745651,0.03730289,0.028680987,,0.006811807,0.008205941,0.02315138,0.018211622,0.027689474,0.049180283,0.039660625,0.039422621,0.044846931,0.036309265
166,41.5,0.071340843,0.062672289,0.077686258,0.072480958,0.073843864,0.04829948,0.06283852,0.038512961,0.042543711,0.028132894,,0.016175137,0.007117639,0.023476297,0.026779127,0.033959881,0.044443292,0.039268698,0.031256685,0.048491215,0.036995096
167,41.75,0.061732196,0.064086805,0.081949421,0.067884245,0.074506082,0.056990023,0.053891519,0.038333195,0.029949501,0.021361952,,0.010088252,0.017675359,0.020705142,0.025676754,0.033422621,0.049069262,0.046657284,0.043283306,0.048352324,0.042702099
168,42,0.05946212,0.062058967,0.069465604,0.080027585,0.077438805,0.0676121,0.049255684,0.037853079,0.053402111,0.027807005,,0.005509814,0.015903996,0.023578303,0.024472563,0.030263426,0.042832859,0.04511101,0.039123309,0.048747349,0.040153702
169,42.25,0.060926045,0.055207058,0.070249426,0.079571902,0.069039187,0.065132733,0.053641237,0.033542491,0.042582982,0.030224299,,0.007099184,0.014584802,0.016993666,0.014147978,0.034592273,0.040618286,0.035603402,0.038515118,0.048232494,0.037594862
170,42.5,0.061235924,0.056176227,0.067905672,0.074950966,0.077329785,0.057644007,0.055974788,0.036361184,0.036470796,0.02855453,,0.015170345,0.001279813,0.020953672,0.021170078,0.035203811,0.050573917,0.037038428,0.040241567,0.043927599,0.041621931
171,42.75,0.066636891,0.059079571,0.065917022,0.0627283,0.076133231,0.059066333,0.049352914,0.033783282,0.036571345,0.026355585,,0.010239377,0.004743056,0.017153247,0.018774083,0.032795405,0.052596906,0.033732477,0.032087207,0.048552562,0.046383091
172,43,0.067604177,0.053845099,0.068240674,0.070081667,0.0816064,0.0597607,0.048518621,0.043476851,0.03908398,0.015150569,,0.011393375,0.012326292,0.007137533,0.025659855,0.023158735,0.039988635,0.040574001,0.047980429,0.048710312,0.035557405
173,43.25,0.061720113,0.05974611,0.069081434,0.071559301,0.071775674,0.060872435,0.046714913,0.042030859,0.038906901,0.026489578,,0.007807419,0.016845082,0.010209244,0.022949492,0.02998297,0.035240939,0.047837116,0.040062466,0.049019458,0.040826507
174,43.5,0.063992596,0.049938161,0.058818064,0.074949555,0.06812565,0.061352469,0.05406263,0.040022113,0.035679062,0.023289287,,0.004347146,0.023627549,0.005957156,0.024035518,0.022236014,0.034924018,0.045253748,0.04483096,0.044836431,0.038693534
175,43.75,0.057963211,0.053743426,0.064856398,0.070759664,0.06813751,0.058711852,0.047701843,0.044646492,0.038996165,0.026607401,,0.011016381,0.014225592,0.011070692,0.02511729,0.02892839,0.038311222,0.046521982,0.039475203,0.040396293,0.044792626
176,44,0.056865797,0.051781279,0.071225927,0.068107427,0.077300396,0.058233432,0.053295283,0.035826262,0.040003076,0.022703286,,0.020193415,0.015348313,0.014757433,0.03030284,0.031555367,0.043011935,0.044987762,0.033625873,0.04322393,0.042133305
177,44.25,0.073453327,0.055609461,0.063450951,0.069685543,0.073306766,0.055539678,0.051244027,0.038068631,0.044770151,0.029605665,,0.001125385,0.014688068,0.019930404,0.030850214,0.03625156,0.04678368,0.041365408,0.037227153,0.049479242,0.03438612
178,44.5,0.064443895,0.05503283,0.064246726,0.062415041,0.075854962,0.070179562,0.056897704,0.033158989,0.035695528,0.034360898,,-0.008226362,0.013307922,0.018521742,0.029814194,0.036284463,0.044443934,0.037513782,0.031897231,0.045328906,0.041102003
179,44.75,0.06451787,0.052072035,0.061810537,0.068004712,0.066937713,0.067719014,0.052967001,0.046014773,0.038125733,0.036141324,,-0.00190697,0.014467813,0.02934465,0.019221394,0.043541268,0.047125926,0.036764435,0.035075361,0.042639023,0.037379527
180,45,0.050069192,0.051161055,0.064277682,0.0683499,0.062463845,0.057346952,0.047215695,0.043775342,0.031221145,0.04112387,,0.002405844,0.013336597,0.012171983,0.016051526,0.039776289,0.042480793,0.040272032,0.03515712,0.045879413,0.041133986
181,45.25,0.059105712,0.057928489,0.059301512,0.073821527,0.075583482,0.052267234,0.051863642,0.052314267,0.034981211,0.031960394,,0.005708573,0.021695303,0.013526901,0.027050466,0.031830136,0.039267765,0.043571771,0.039856966,0.053485426,0.032126961
182,45.5,0.054497639,0.054222694,0.060997072,0.068986778,0.072510029,0.062767229,0.056865313,0.035914672,0.036032312,0.030697387,,0.002803688,0.013319075,0.013627938,0.024370499,0.036146782,0.038488296,0.031789726,0.035019453,0.043609504,0.039344068
183,45.75,0.055945999,0.050702302,0.06582289,0.065940445,0.072714275,0.042125532,0.051827582,0.031561674,0.041740231,0.023511322,,0.000326931,0.01985013,0.016798067,0.029201723,0.034335379,0.041064028,0.031909503,0.036198672,0.042237633,0.044329159
184,46,0.057617489,0.051113436,0.059317419,0.063010359,0.071589655,0.051931627,0.05105793,0.034482396,0.039666629,0.033107347,,0.001668713,0.010248266,0.016228213,0.02710113,0.017481841,0.046386638,0.036984322,0.024934332,0.050655582,0.039696703
185,46.25,0.055330571,0.054254162,0.061793887,0.071155189,0.069857369,0.059447868,0.05257158,0.044404948,0.044456154,0.030037975,,0.003433861,0.003608781,0.017977099,0.022752978,0.029039929,0.048634097,0.033289811,0.032161519,0.049408899,0.036970802
186,46.5,0.059547033,0.056589765,0.059076982,0.064696646,0.059166759,0.055246411,0.056476728,0.038202146,0.042999463,0.033320825,,0.008608061,0.007546072,0.018672913,0.022447111,0.023944525,0.03476317,0.03689339,0.034134471,0.044444265,0.033359832
187,46.75,0.053896603,0.05185238,0.062572379,0.072138602,0.062793872,0.057313152,0.05214854,0.046649001,0.035503608,0.024538274,,0.007355329,0.013517701,0.018449963,0.027080756,0.027375559,0.039897609,0.034354572,0.032189095,0.041644498,0.03077394
188,47,0.049801089,0.052878811,0.05713976,0.067968672,0.064256103,0.059651217,0.06016791,0.037893196,0.036131425,0.026329457,,0.004734608,0.009671057,0.021877478,0.031166985,0.025845626,0.043729097,0.032862359,0.035413686,0.051535095,0.032016674
189,47.25,0.054870249,0.052629428,0.05893019,0.06010399,0.066504839,0.055909366,0.053001689,0.042242519,0.031571784,0.017045647,,0.003218258,0.020774388,0.02246834,0.025697017,0.037228011,0.037841706,0.037566239,0.036141772,0.051013334,0.042150365
190,47.5,0.060926602,0.046100883,0.056421473,0.057796096,0.073706023,0.060677448,0.055958385,0.039265116,0.033069343,0.036715778,,0.011042163,0.015998879,0.015484493,0.025320786,0.034989277,0.041573116,0.039094424,0.043778464,0.048335048,0.041783124
191,47.75,0.0477459,0.044818469,0.066393537,0.06310753,0.080606938,0.06644123,0.040635678,0.051867562,0.042846835,0.030607553,,0.013843537,0.01307683,0.023288069,0.020082331,0.02710676,0.04653462,0.037117617,0.03831257,0.049605843,0.034240567
192,48,0.051565046,0.047231563,0.055929119,0.065820472,0.06471235,0.055919659,0.034065076,0.045718824,0.03801261,0.030411684,,0.00365331,0.008046471,0.021364899,0.018936214,0.029737206,0.0366759,0.037587272,0.038848404,0.042575545,0.034140486
193,48.25,0.051823188,0.051310799,0.054901504,0.065211988,0.062285733,0.051189555,0.036855311,0.036820545,0.029025052,0.023167264,,0.008453003,0.014515804,0.014114095,0.025451657,0.033933216,0.034890736,0.041971599,0.033349703,0.033904065,0.036178472
