Time (ms),Light,Current (pA)
2598,0,-4.4371
2600,0,-4.83628
2602,0,-4.58454
2604,0,-4.66401
2606,0,-4.85298
2608,0,-4.81436
2610,0,-4.5459
2612,0,-4.60071
2614,0,-4.18003
2616,0,-4.08802
2618,0,-4.33797
2620,0,-4.40131
2622,0,-4.91919
2624,0,-5.18188
2626,0,-5.06268
2628,0,-5.15605
2630,0,-4.64496
2632,0,-4.43372
2634,0,-4.51869
2636,0,-4.3125
2638,0,-4.52362
2640,0,-4.65485
2642,0,-5.03173
2644,0,-4.86919
2646,0,-4.79175
2648,0,-5.02372
2650,0,-5.25493
2652,0,-4.99993
2654,0,-4.66971
2656,0,-4.50129
2658,0,-4.51937
2660,0,-4.52722
2662,0,-4.66873
2664,0,-4.63588
2666,0,-4.71968
2668,0,-4.88736
2670,0,-4.42744
2672,0,-4.26017
2674,0,-4.44922
2676,0,-4.17253
2678,0,-4.46438
2680,0,-4.88965
2682,0,-4.68019
2684,0,-4.78224
2686,0,-4.97827
2688,0,-5.30338
2690,0,-5.02175
2692,0,-4.90884
2694,0,-5.40857
2696,0,-5.00069
2698,0,-4.98268
2700,0,-5.25243
2702,0,-6.1017
2704,0,-6.61065
2706,0,-6.53568
2708,0,-6.42
2710,0,-6.19337
2712,0,-5.89994
2714,0,-5.94421
2716,0,-5.92604
2718,0,-5.73766
2720,0,-5.79973
2722,0,-5.85202
2724,0,-5.76808
2726,0,-5.8003
2728,0,-5.93723
2730,0,-5.70822
2732,0,-5.87882
2734,0,-6.05103
2736,0,-5.73024
2738,0,-5.69975
2740,0,-5.827
2742,0,-5.92133
2744,0,-5.50193
2746,0,-5.74087
2748,0,-5.65215
2750,0,-5.50042
2752,0,-5.53121
2754,0,-6.02351
2756,0,-5.47328
2758,0,-5.42261
2760,0,-6.15174
2762,0,-6.43318
2764,0,-5.9613
2766,0,-6.02961
2768,0,-5.23316
2770,0,-5.16007
2772,0,-4.71685
2774,0,-4.40681
2776,0,-4.50931
2778,0,-4.8846
2780,0,-4.96473
2782,0,-5.0078
2784,0,-4.84422
2786,0,-4.95302
2788,0,-4.70092
2790,0,-4.31371
2792,0,-3.83824
2794,0,-4.07439
2796,0,-4.42834
2798,0,-4.63489
2800,0,-4.89178
2802,0,-4.99371
2804,0,-4.9494
2806,0,-5.06934
2808,0,-5.12187
2810,0,-4.85854
2812,0,-4.48219
2814,0,-4.43098
2816,0,-4.65971
2818,0,-4.5949
2820,0,-4.88095
2822,0,-5.60348
2824,0,-5.51457
2826,0,-5.31706
2828,0,-5.0808
2830,0,-4.89496
2832,0,-4.54226
2834,0,-4.4351
2836,0,-4.39427
2838,0,-4.60561
2840,0,-4.88596
2842,0,-5.47923
2844,0,-5.17651
2846,0,-4.8186
2848,0,-4.70759
2850,0,-4.45615
2852,0,-4.0205
2854,0,-4.49806
2856,0,-4.68674
2858,0,-4.74698
2860,0,-4.9826
2862,0,-5.30674
2864,0,-5.50559
2866,0,-5.36597
2868,0,-5.66781
2870,0,-5.3346
2872,0,-4.97296
2874,0,-4.74304
2876,0,-4.83727
2878,0,-5.25972
2880,0,-5.23271
2882,0,-5.23497
2884,0,-5.57738
2886,0,-6.16714
2888,0,-5.70116
2890,0,-5.85274
2892,0,-5.20434
2894,0,-4.94536
2896,0,-4.35991
2898,0,-4.80762
2900,0,-5.03471
2902,0,-5.02174
2904,0,-5.13879
2906,0,-5.34339
2908,0,-5.22022
2910,0,-5.23485
2912,0,-5.16378
2914,0,-5.13236
2916,0,-4.80154
2918,0,-4.98543
2920,0,-5.23273
2922,0,-5.54012
2924,0,-5.6329
2926,0,-5.72646
2928,0,-5.50966
2930,0,-5.21908
2932,0,-4.96967
2934,0,-4.91294
2936,0,-4.66456
2938,0,-4.65177
2940,0,-5.28922
2942,0,-5.7557
2944,0,-7.06245
2946,0,-7.31479
2948,0,-6.10623
2950,0,-6.04971
2952,0,-5.80744
2954,0,-5.70504
2956,0,-5.52276
2958,0,-5.46094
2960,0,-5.28456
2962,0,-5.54541
2964,0,-5.6837
2966,0,-5.66663
2968,0,-5.67837
2970,0,-5.62539
2972,0,-5.38921
2974,0,-5.19998
2976,0,-4.95112
2978,0,-4.91453
2980,0,-5.1211
2982,0,-5.28886
2984,0,-5.12779
2986,0,-5.5834
2988,0,-5.59457
2990,0,-5.16698
2992,0,-4.88377
2994,0,-4.92653
2996,0,-5.02506
2998,0,-4.89095
3000,0,-5.70724
3002,0,-5.74295
3004,0,-6.02113
3006,0,-6.56269
3008,0,-6.60815
3010,0,-5.89018
3012,0,-5.80401
3014,0,-6.15281
3016,0,-5.82491
3018,0,-5.84474
3020,0,-5.70029
3022,0,-6.04062
3024,0,-6.13208
3026,0,-6.39123
3028,0,-6.55138
3030,0,-6.04158
3032,0,-6.04729
3034,0,-5.65609
3036,0,-5.27089
3038,0,-5.19521
3040,0,-5.2155
3042,0,-5.52298
3044,0,-5.32675
3046,0,-5.29595
3048,0,-5.34746
3050,0,-5.34308
3052,0,-5.35871
3054,0,-5.14792
3056,0,-5.42515
3058,0,-5.9088
3060,0,-5.8954
3062,0,-6.02111
3064,0,-5.73444
3066,0,-5.97461
3068,0,-6.00358
3070,0,-5.54258
3072,0,-5.29864
3074,0,-5.47018
3076,0,-4.95987
3078,0,-5.32935
3080,0,-5.31707
3082,0,-4.9401
3084,0,-5.08777
3086,0,-5.10697
3088,0,-4.66525
3090,0,-4.25968
3092,0,-3.97578
3094,0,-4.14652
3096,0,-4.44566
3098,0,-4.40974
3100,0,-4.70736
3102,0,-5.21339
3104,0,-5.35671
3106,0,-5.46822
3108,0,-5.3164
3110,0,-4.95788
3112,0,-4.50664
3114,0,-4.63408
3116,0,-4.89037
3118,0,-5.32425
3120,0,-6.43853
3122,0,-6.17915
3124,0,-6.08198
3126,0,-5.87013
3128,0,-5.63897
3130,0,-5.2476
3132,0,-5.01874
3134,0,-5.36048
3136,0,-4.96324
3138,0,-5.03117
3140,0,-5.23664
3142,0,-5.11766
3144,0,-5.38853
3146,0,-5.29391
3148,0,-5.1689
3150,0,-4.90034
3152,0,-4.71186
3154,0,-4.66698
3156,0,-4.52302
3158,0,-4.54265
3160,0,-5.01201
3162,0,-5.56826
3164,0,-5.50859
3166,0,-5.65969
3168,0,-5.37324
3170,0,-5.04277
3172,0,-4.82136
3174,0,-5.05411
3176,0,-4.73324
3178,0,-4.81938
3180,0,-5.54158
3182,0,-5.57609
3184,0,-5.42331
3186,0,-5.34426
3188,0,-5.04187
3190,0,-5.19389
3192,0,-4.57727
3194,0,-4.61445
3196,0,-4.74551
3198,0,-4.9852
3200,0,-5.09159
3202,0,-5.19391
3204,0,-5.17461
3206,0,-5.24224
3208,0,-5.24309
3210,0,-4.82761
3212,0,-4.83041
3214,0,-4.8244
3216,0,-4.55298
3218,0,-4.73263
3220,0,-4.63043
3222,0,-4.70062
3224,0,-4.6673
3226,0,-4.77979
3228,0,-4.62311
3230,0,-4.48937
3232,0,-4.46231
3234,0,-4.51361
3236,0,-4.90707
3238,0,-5.37643
3240,0,-5.78036
3242,0,-5.90555
3244,0,-5.72831
3246,0,-5.5437
3248,0,-5.37473
3250,0,-5.05101
3252,0,-4.84865
3254,0,-5.14458
3256,0,-5.20113
3258,0,-5.06233
3260,0,-5.40257
3262,0,-5.39853
3264,0,-5.23966
3266,0,-5.29978
3268,0,-4.91224
3270,0,-4.71557
3272,0,-4.68953
3274,0,-4.69408
3276,0,-4.84185
3278,0,-5.32011
3280,0,-5.52728
3282,0,-6.08584
3284,0,-6.30912
3286,0,-6.73214
3288,0,-6.57153
3290,0,-6.28985
3292,0,-6.02496
3294,0,-6.18462
3296,0,-6.07888
3298,0,-6.30458
3300,0,-6.34967
3302,0,-6.63316
3304,0,-7.19752
3306,0,-7.13754
3308,0,-6.8636
3310,0,-6.90497
3312,0,-6.95137
3314,0,-7.06736
3316,0,-6.65662
3318,0,-6.47946
3320,0,-6.55649
3322,0,-7.11301
3324,0,-6.57495
3326,0,-6.77592
3328,0,-6.79649
3330,0,-7.45414
3332,0,-7.24229
3334,0,-6.81869
3336,0,-6.49451
3338,0,-6.54483
3340,0,-6.92262
3342,0,-7.16359
3344,0,-6.87863
3346,0,-7.0424
3348,0,-6.68087
3350,0,-6.4157
3352,0,-6.19288
3354,0,-6.51158
3356,0,-6.35514
3358,0,-5.9737
3360,0,-5.73531
3362,0,-5.87162
3364,0,-5.78497
3366,0,-5.69358
3368,0,-5.65866
3370,0,-5.70947
3372,0,-5.21447
3374,0,-5.55081
3376,0,-5.25958
3378,0,-5.43864
3380,0,-5.72809
3382,0,-5.65666
3384,0,-5.62263
3386,0,-5.94011
3388,0,-5.69158
3390,0,-5.43078
3392,0,-5.55724
3394,0,-5.69521
3396,0,-5.7603
3398,0,-6.01297
3400,0,-5.82813
3402,0,-5.63975
3404,0,-5.32875
3406,0,-5.20664
3408,0,-4.88914
3410,0,-4.63533
3412,0,-4.89735
3414,0,-4.41135
3416,0,-4.35908
3418,0,-4.54401
3420,0,-4.76858
3422,0,-4.93153
3424,0,-5.21547
3426,0,-5.49611
3428,0,-5.34671
3430,0,-4.65377
3432,0,-4.59254
3434,0,-4.74897
3436,0,-5.1589
3438,0,-5.29899
3440,0,-6.08077
3442,0,-6.24788
3444,0,-6.22564
3446,0,-5.9687
3448,0,-5.73634
3450,0,-5.52336
3452,0,-5.19111
3454,0,-5.057
3456,0,-4.60715
3458,0,-5.04115
3460,0,-5.23984
3462,0,-5.07374
3464,0,-4.94007
3466,0,-4.70019
3468,0,-4.88742
3470,0,-4.68141
3472,0,-4.40364
3474,0,-4.47977
3476,0,-4.8019
3478,0,-4.77221
3480,0,-5.13298
3482,0,-5.38249
3484,0,-5.63443
3486,0,-6.59558
3488,0,-5.93601
3490,0,-5.54714
3492,0,-5.36512
3494,0,-5.51649
3496,0,-5.31037
3498,0,-5.45824
