Time (ms),Light,Current (pA)
1148,1,-5.18667
1150,1,-5.06161
1152,1,-4.93569
1154,1,-5.0172
1156,1,-5.17544
1158,1,-5.66564
1160,1,-6.21402
1162,1,-6.12274
1164,1,-6.25961
1166,1,-6.27767
1168,1,-5.96557
1170,1,-5.88615
1172,1,-5.58744
1174,1,-5.6838
1176,1,-5.89105
1178,1,-5.85964
1180,1,-6.67438
1182,1,-7.07905
1184,1,-7.64963
1186,1,-7.29553
1188,1,-6.50107
1190,1,-6.27733
1192,1,-6.24589
1194,1,-6.63438
1196,1,-7.10414
1198,1,-8.63762
1200,1,-7.06902
1202,1,-6.74332
1204,1,-7.20252
1206,1,-6.86981
1208,1,-6.51335
1210,1,-6.35303
1212,1,-6.46042
1214,1,-6.54493
1216,1,-5.73675
1218,1,-6.07116
1220,1,-5.8733
1222,1,-6.10131
1224,1,-5.91469
1226,1,-6.10098
1228,1,-6.60633
1230,1,-7.27292
1232,1,-8.52787
1234,1,-7.14974
1236,1,-6.70092
1238,1,-6.49558
1240,1,-6.30375
1242,1,-6.07268
1244,1,-6.06995
1246,1,-6.13128
1248,1,-6.48796
1250,1,-6.99668
1252,1,-7.16822
1254,1,-8.09382
1256,1,-7.49726
1258,1,-9.01584
1260,1,-7.48271
1262,1,-6.45594
1264,1,-6.08467
1266,1,-6.11682
1268,1,-5.99001
1270,1,-5.88903
1272,1,-6.25605
1274,1,-6.69953
1276,1,-6.31752
1278,1,-5.98799
1280,1,-5.85976
1282,1,-5.69526
1284,1,-5.14934
1286,1,-4.65413
1288,1,-4.51168
1290,1,-5.05486
1292,1,-4.80898
1294,1,-4.98145
1296,1,-5.52252
1298,1,-5.85073
1300,1,-5.68403
1302,1,-5.47143
1304,1,-5.55552
1306,1,-5.32703
1308,1,-5.35532
1310,1,-4.96324
1312,1,-5.13562
1314,1,-5.32126
1316,1,-5.54209
1318,1,-5.85439
1320,1,-6.1442
1322,1,-5.98463
1324,1,-5.84161
1326,1,-5.82138
1328,1,-5.71393
1330,1,-5.71444
1332,1,-5.71164
1334,1,-5.35568
1336,1,-5.24048
1338,1,-5.18956
1340,1,-5.44476
1342,1,-5.23664
1344,1,-5.09266
1346,1,-4.87408
1348,1,-4.59046
1350,1,-4.92201
1352,1,-4.70051
1354,1,-4.80585
1356,1,-4.89036
1358,1,-5.27888
1360,1,-5.66678
1362,1,-5.73823
1364,1,-6.03519
1366,1,-6.10141
1368,1,-6.1163
1370,1,-6.0357
1372,1,-6.00785
1374,1,-6.16612
1376,1,-6.00898
1378,1,-6.40073
1380,1,-6.25695
1382,1,-5.92697
1384,1,-6.0443
1386,1,-6.45937
1388,1,-6.37328
1390,1,-6.06071
1392,1,-5.58591
1394,1,-5.41268
1396,1,-5.2343
1398,1,-5.24948
1400,1,-5.245
1402,1,-5.50899
1404,1,-5.44939
1406,1,-5.68338
1408,1,-5.76024
1410,1,-5.91343
1412,1,-5.67561
1414,1,-5.68006
1416,1,-5.29487
1418,1,-5.30301
1420,1,-5.42907
1422,1,-5.24401
1424,1,-5.56518
1426,1,-5.82334
1428,1,-6.04012
1430,1,-6.19528
1432,1,-5.93712
1434,1,-5.74166
1436,1,-5.8802
1438,1,-5.77695
1440,1,-5.66122
1442,1,-5.50563
1444,1,-5.57507
1446,1,-5.34656
1448,1,-5.43823
1450,1,-5.94434
1452,1,-5.99331
1454,1,-6.05708
1456,1,-5.70244
1458,1,-5.94373
1460,1,-6.25387
1462,1,-5.7929
1464,1,-4.92665
1466,1,-5.54277
1468,1,-5.52693
1470,1,-5.97135
1472,1,-6.54942
1474,1,-7.45172
1476,1,-6.87111
1478,1,-6.0966
1480,1,-6.18862
1482,1,-6.09293
1484,1,-5.75871
1486,1,-5.78308
1488,1,-5.84555
1490,1,-6.06794
1492,1,-6.46859
1494,1,-7.14032
1496,1,-7.62619
1498,1,-6.49739
1500,1,-6.1992
1502,1,-5.80405
1504,1,-5.77659
1506,1,-5.5908
1508,1,-5.422
1510,1,-5.12387
1512,1,-5.31905
1514,1,-5.50604
1516,1,-5.61808
1518,1,-6.18384
1520,1,-6.15866
1522,1,-6.11636
1524,1,-5.71428
1526,1,-5.79985
1528,1,-5.97099
1530,1,-5.38443
1532,1,-5.39202
1534,1,-5.39611
1536,1,-5.57227
1538,1,-5.6659
1540,1,-5.84939
1542,1,-5.89839
1544,1,-5.66592
1546,1,-5.21811
1548,1,-4.51259
1550,1,-4.40633
1552,1,-4.59484
1554,1,-4.71792
1556,1,-4.97808
1558,1,-5.30107
1560,1,-6.05829
1562,1,-6.11755
1564,1,-6.16511
1566,1,-6.11618
1568,1,-5.79464
1570,1,-5.51807
1572,1,-5.57399
1574,1,-5.44827
1576,1,-5.60638
1578,1,-6.16264
1580,1,-6.11187
1582,1,-6.29874
1584,1,-6.41136
1586,1,-6.35494
1588,1,-6.33484
1590,1,-5.62286
1592,1,-5.13453
1594,1,-4.9083
1596,1,-5.4773
1598,1,-5.38165
1600,1,-5.21695
1602,1,-5.28195
1604,1,-5.40783
1606,1,-5.6484
1608,1,-5.75055
1610,1,-6.00868
1612,1,-5.65609
1614,1,-5.36819
1616,1,-5.63498
1618,1,-5.9173
1620,1,-5.80566
1622,1,-5.7629
1624,1,-5.96849
1626,1,-5.5151
1628,1,-5.42178
1630,1,-5.68273
1632,1,-5.61658
1634,1,-5.58289
1636,1,-5.26357
1638,1,-5.2175
1640,1,-5.05027
1642,1,-5.44078
1644,1,-5.18615
1646,1,-4.89391
1648,1,-4.77153
1650,1,-4.84176
1652,1,-5.03363
1654,1,-5.49307
1656,1,-5.39471
1658,1,-5.12463
1660,1,-5.21657
1662,1,-5.4962
1664,1,-5.47401
1666,1,-5.50041
1668,1,-5.222
1670,1,-5.47916
1672,1,-5.5109
1674,1,-5.94607
1676,1,-6.11962
1678,1,-6.42754
1680,1,-6.53278
1682,1,-6.68573
1684,1,-6.45772
1686,1,-5.838
1688,1,-5.79524
1690,1,-5.72466
1692,1,-5.69371
1694,1,-5.48378
1696,1,-5.61991
1698,1,-5.5803
1700,1,-5.54502
1702,1,-5.16474
1704,1,-5.21342
1706,1,-4.98829
1708,1,-4.88766
1710,1,-4.97664
1712,1,-4.93722
1714,1,-4.98666
1716,1,-5.68222
1718,1,-5.4519
1720,1,-5.79586
1722,1,-5.87201
1724,1,-5.35372
1726,1,-5.21131
1728,1,-5.26069
1730,1,-5.07893
1732,1,-5.46301
1734,1,-5.78663
1736,1,-6.53888
1738,1,-7.10761
1740,1,-6.38044
1742,1,-5.98566
1744,1,-5.57518
1746,1,-5.6071
1748,1,-5.30478
1750,1,-5.38244
1752,1,-5.25494
1754,1,-5.16406
1756,1,-5.31871
1758,1,-5.41409
1760,1,-5.70918
1762,1,-5.61139
1764,1,-5.29533
1766,1,-5.1348
1768,1,-5.35965
1770,1,-4.9644
1772,1,-5.18637
1774,1,-5.24563
1776,1,-5.42592
1778,1,-5.62214
1780,1,-5.83619
1782,1,-5.93254
1784,1,-5.50099
1786,1,-5.19547
1788,1,-5.30863
1790,1,-5.49947
1792,1,-5.35212
1794,1,-4.99322
1796,1,-5.18807
1798,1,-5.34661
1800,1,-5.46202
1802,1,-5.1873
1804,1,-5.82552
1806,1,-5.84428
1808,1,-5.53759
1810,1,-5.48096
1812,1,-5.45736
1814,1,-5.36932
1816,1,-5.45167
1818,1,-5.70604
1820,1,-5.61386
1822,1,-5.5191
1824,1,-5.2362
1826,1,-4.85553
1828,1,-5.12812
1830,1,-5.16048
1832,1,-5.16327
1834,1,-5.29861
1836,1,-5.25354
1838,1,-5.47094
1840,1,-5.86266
1842,1,-5.90835
1844,1,-5.66668
1846,1,-5.298
1848,1,-5.27995
1850,1,-5.26235
1852,1,-5.6636
1854,1,-5.89046
1856,1,-5.21414
1858,1,-5.49001
1860,1,-5.76354
1862,1,-5.58163
1864,1,-5.03808
1866,1,-5.28711
1868,1,-4.9539
1870,1,-4.69959
1872,1,-4.90891
1874,1,-5.19385
1876,1,-5.07753
1878,1,-5.39069
1880,1,-5.38731
1882,1,-5.42505
1884,1,-5.10976
1886,1,-4.9618
1888,1,-5.0432
1890,1,-5.29509
1892,1,-5.12621
1894,1,-5.10039
1896,1,-4.79685
1898,1,-4.85886
1900,1,-5.07418
1902,1,-4.81132
1904,1,-4.67799
1906,1,-4.30488
1908,1,-4.44995
1910,1,-4.78012
1912,1,-4.91228
1914,1,-5.19507
1916,1,-5.13227
1918,1,-5.52264
1920,1,-5.55966
1922,1,-5.73441
1924,1,-5.73733
1926,1,-5.34792
1928,1,-5.19398
1930,1,-5.60249
1932,1,-5.73832
1934,1,-5.75505
1936,1,-5.37692
1938,1,-5.51555
1940,1,-5.58171
1942,1,-5.73051
1944,1,-5.5286
1946,1,-5.27623
1948,1,-5.07749
1950,1,-4.52691
1952,1,-4.54012
1954,1,-5.17415
1956,1,-5.07384
1958,1,-5.04942
1960,1,-5.1786
1962,1,-5.44552
1964,1,-5.46121
1966,1,-5.57984
1968,1,-5.5307
1970,1,-5.32156
1972,1,-5.12963
1974,1,-5.37779
1976,1,-5.53374
1978,1,-5.44118
1980,1,-5.44503
1982,1,-5.32095
1984,1,-5.55966
1986,1,-5.68039
1988,1,-5.39365
1990,1,-5.67335
1992,1,-5.35874
1994,1,-5.08564
1996,1,-5.10165
1998,1,-5.25697
2000,1,-5.42577
2002,1,-5.06989
2004,1,-4.81786
2006,1,-4.77699
2008,1,-4.50209
2010,1,-4.54429
2012,1,-4.52334
2014,1,-4.73864
2016,1,-4.86438
2018,1,-4.85328
2020,1,-5.16407
2022,1,-5.17468
2024,1,-4.77919
2026,1,-5.41309
2028,1,-5.55373
2030,1,-5.38198
2032,1,-5.1256
2034,1,-5.3826
2036,1,-5.49192
2038,1,-5.48259
2040,1,-5.76705
2042,1,-5.5615
2044,1,-5.70577
2046,1,-5.5963
2048,1,-5.89047
2050,1,-6.40966
2052,1,-5.66878
2054,1,-5.91093
2056,1,-6.11496
2058,1,-5.89941
2060,1,-5.78245
2062,1,-5.94876
2064,1,-5.68599
2066,1,-5.90169
2068,1,-5.36201
2070,1,-4.91222
2072,1,-5.32644
2074,1,-5.50035
2076,1,-5.48561
2078,1,-5.20767
2080,1,-5.2207
2082,1,-5.10688
2084,1,-4.97698
2086,1,-4.88502
2088,1,-5.06306
2090,1,-5.18414
2092,1,-5.32117
2094,1,-5.49068
2096,1,-5.89162
2098,1,-6.10297
2100,1,-6.40435
2102,1,-6.12488
2104,1,-5.30215
2106,1,-5.43444
2108,1,-4.9937
2110,1,-4.79349
2112,1,-4.86842
2114,1,-4.74143
2116,1,-4.84042
2118,1,-5.33425
2120,1,-5.75413
2122,1,-5.73794
2124,1,-5.6574
2126,1,-5.80865
2128,1,-5.65947
2130,1,-5.30291
2132,1,-5.39172
2134,1,-5.27221
2136,1,-5.34959
2138,1,-5.22088
2140,1,-5.67465
2142,1,-5.60725
2144,1,-5.72343
2146,1,-5.53775
2148,1,-5.76413
2150,1,-5.73107
2152,1,-5.29754
2154,1,-5.31293
2156,1,-5.22242
2158,1,-5.1514
2160,1,-5.22962
2162,1,-5.64687
2164,1,-5.52841
2166,1,-5.87456
2168,1,-5.58153
2170,1,-5.34071
2172,1,-5.10838
2174,1,-5.16575
2176,1,-5.57624
2178,1,-5.54889
2180,1,-5.84831
2182,1,-5.93298
2184,1,-5.69471
2186,1,-5.58007
2188,1,-5.30116
2190,1,-5.67642
2192,1,-5.36834
2194,1,-5.1614
2196,1,-5.18058
2198,1,-5.4073
2200,0,-5.52071
2202,0,-5.03394
2204,0,-5.31682
2206,0,-5.0908
2208,0,-5.06411
2210,0,-4.69009
2212,0,-4.75764
2214,0,-5.07822
2216,0,-5.54324
2218,0,-5.84812
2220,0,-6.32426
2222,0,-6.07668
2224,0,-5.99035
2226,0,-5.69174
2228,0,-5.45477
2230,0,-5.23943
2232,0,-5.27396
2234,0,-5.70715
2236,0,-5.7176
2238,0,-5.73083
2240,0,-5.67805
2242,0,-5.39788
2244,0,-5.50135
2246,0,-5.51604
2248,0,-5.1806
2250,0,-5.1149
2252,0,-5.2346
2254,0,-5.32068
2256,0,-5.26263
2258,0,-5.44122
2260,0,-5.31171
2262,0,-5.00564
2264,0,-4.68117
2266,0,-4.62803
2268,0,-4.65676
2270,0,-4.71275
2272,0,-4.4772
2274,0,-4.60173
2276,0,-4.71296
2278,0,-4.82773
2280,0,-4.94633
2282,0,-5.07742
2284,0,-4.66892
2286,0,-4.52364
2288,0,-4.755
2290,0,-4.65662
2292,0,-4.62483
2294,0,-4.68423
2296,0,-4.51105
2298,0,-4.4163
2300,0,-4.77777
2302,0,-5.04069
2304,0,-4.95889
2306,0,-4.42244
2308,0,-4.22282
2310,0,-4.48845
2312,0,-4.07989
2314,0,-4.40934
2316,0,-4.44865
2318,0,-4.16937
2320,0,-4.34691
2322,0,-4.59637
2324,0,-4.36013
2326,0,-4.23835
2328,0,-4.15292
2330,0,-4.15632
2332,0,-4.00081
2334,0,-4.16847
2336,0,-4.14123
2338,0,-4.34041
2340,0,-4.49753
2342,0,-4.22958
2344,0,-4.19123
2346,0,-4.22367
2348,0,-3.88414
2350,0,-3.97491
2352,0,-4.25896
2354,0,-4.49137
2356,0,-5.01199
2358,0,-4.94725
2360,0,-4.63531
2362,0,-5.0455
2364,0,-4.94255
2366,0,-4.74598
2368,0,-4.78927
2370,0,-4.55505
2372,0,-3.70303
2374,0,-4.03098
2376,0,-4.47837
2378,0,-4.36748
2380,0,-4.35777
2382,0,-4.51949
2384,0,-4.16508
2386,0,-3.91952
2388,0,-3.61363
2390,0,-3.46257
2392,0,-3.92093
2394,0,-3.79857
2396,0,-3.59803
2398,0,-3.98122
2400,0,-4.56401
2402,0,-4.33287
2404,0,-4.1285
2406,0,-4.67452
2408,0,-4.41692
2410,0,-4.31724
2412,0,-4.36289
2414,0,-3.15281
2416,0,-3.6902
2418,0,-4.69402
2420,0,-4.5983
2422,0,-4.95241
2424,0,-5.81996
2426,0,-5.46706
2428,0,-4.66542
2430,0,-4.52803
2432,0,-4.20694
2434,0,-4.13878
2436,0,-3.97229
2438,0,-4.01335
2440,0,-4.29228
2442,0,-4.22488
2444,0,-4.2504
2446,0,-4.29403
2448,0,-4.25432
2450,0,-4.04213
2452,0,-4.1626
2454,0,-4.25303
2456,0,-4.16353
2458,0,-4.29306
2460,0,-4.75236
2462,0,-4.73101
2464,0,-4.59323
2466,0,-4.57189
2468,0,-4.6681
2470,0,-4.56214
2472,0,-4.32213
2474,0,-4.64714
2476,0,-4.86591
2478,0,-4.68785
2480,0,-4.92163
2482,0,-4.66435
2484,0,-4.58032
2486,0,-4.1268
2488,0,-4.23942
2490,0,-4.02999
2492,0,-4.34769
2494,0,-4.41003
2496,0,-4.30227
2498,0,-4.35783
2500,0,-4.42745
2502,0,-4.56556
2504,0,-4.03156
2506,0,-3.88467
2508,0,-4.0053
2510,0,-4.25307
2512,0,-4.29001
2514,0,-4.23193
2516,0,-4.56269
2518,0,-4.6289
2520,0,-4.59719
2522,0,-4.76276
2524,0,-4.72202
2526,0,-4.58041
2528,0,-4.10858
2530,0,-4.13772
2532,0,-4.19846
2534,0,-4.23204
2536,0,-4.83131
2538,0,-4.75092
2540,0,-4.38494
2542,0,-4.5218
2544,0,-4.43533
2546,0,-4.34414
2548,0,-4.33756
2550,0,-4.06235
2552,0,-4.22099
2554,0,-4.51042
2556,0,-4.56609
2558,0,-4.43252
2560,0,-4.42301
2562,0,-4.46154
2564,0,-4.29168
2566,0,-4.41834
2568,0,-4.13431
2570,0,-4.23038
2572,0,-4.19468
2574,0,-4.37893
2576,0,-4.11335
2578,0,-3.92484
2580,0,-4.39759
2582,0,-4.4702
2584,0,-4.26315
2586,0,-4.39119
2588,0,-4.39821
2590,0,-4.33447
2592,0,-4.45164
2594,0,-4.53009
2596,0,-4.376
2598,0,-4.49468
2600,0,-4.80803
2602,0,-4.66182
2604,0,-4.48232
2606,0,-4.17856
2608,0,-3.94028
2610,0,-3.99186
2612,0,-4.06667
2614,0,-4.26681
2616,0,-4.56051
2618,0,-4.89868
2620,0,-4.79333
2622,0,-4.88006
2624,0,-4.78203
2626,0,-4.60164
2628,0,-4.57162
2630,0,-4.32211
