Time (ms),Light,Current (pA)
752,1,-49.5549
756,1,-49.03009
760,1,-48.21157
764,1,-48.14789
768,1,-49.00158
772,1,-49.19707
776,1,-48.9823
780,1,-48.48876
784,1,-48.66349
788,1,-49.29916
792,1,-49.17451
796,1,-48.22087
800,1,-47.86156
804,1,-47.54469
808,1,-47.43648
812,1,-47.91903
816,1,-47.7566
820,1,-47.7664
824,1,-47.91063
828,1,-47.9254
832,1,-48.43867
836,1,-48.938
840,1,-48.84496
844,1,-48.09314
848,1,-47.86828
852,1,-48.49319
856,1,-47.48708
860,1,-47.29
864,1,-47.56289
868,1,-48.44533
872,1,-49.0293
876,1,-48.30145
880,1,-47.83942
884,1,-47.71337
888,1,-47.71374
892,1,-47.81644
896,1,-47.28778
900,1,-46.8782
904,1,-47.53666
908,1,-47.75292
912,1,-47.46687
916,1,-46.94606
920,1,-47.08231
924,1,-47.31569
928,1,-48.0296
932,1,-47.88376
936,1,-47.31878
940,1,-47.47136
944,1,-47.74973
948,1,-48.17411
952,1,-48.35243
956,1,-47.69765
960,1,-47.22091
964,1,-47.43179
968,1,-47.88
972,1,-47.66045
976,1,-47.24356
980,1,-47.08499
984,1,-47.38605
988,1,-48.26374
992,1,-48.28353
996,1,-47.93013
1000,1,-47.97612
1004,1,-47.50491
1008,1,-47.4896
1012,1,-47.66687
1016,1,-47.26931
1020,1,-46.90227
1024,1,-47.14051
1028,1,-47.43799
1032,1,-47.58858
1036,1,-47.74669
1040,1,-49.03694
1044,1,-48.22261
1048,1,-48.50873
1052,1,-48.61268
1056,1,-47.8223
1060,1,-47.24118
1064,1,-47.57136
1068,1,-47.46096
1072,1,-47.27537
1076,1,-46.66625
1080,1,-46.89235
1084,1,-47.35746
1088,1,-47.79864
1092,1,-47.94445
1096,1,-48.07988
1100,1,-47.74425
1104,1,-47.45802
1108,1,-47.28586
1112,1,-47.0999
1116,1,-46.69664
1120,1,-46.68325
1124,1,-46.29113
1128,1,-47.40105
1132,1,-47.47889
1136,1,-47.56041
1140,1,-47.01726
1144,1,-46.89817
1148,1,-47.11914
1152,1,-47.58503
1156,1,-47.08711
1160,1,-46.77953
1164,1,-46.90209
1168,1,-47.03806
1172,1,-47.19281
1176,1,-47.11704
1180,1,-46.96164
1184,1,-47.10579
1188,1,-47.83216
1192,1,-47.40298
1196,1,-46.7626
1200,1,-46.71178
1204,1,-47.28198
1208,1,-47.19994
1212,1,-47.31409
1216,1,-47.09566
1220,1,-46.77163
1224,1,-46.93418
1228,1,-47.10472
1232,1,-47.13267
1236,1,-47.04684
1240,1,-47.03516
1244,1,-46.84755
1248,1,-47.32118
1252,1,-47.66257
1256,1,-46.95624
1260,1,-46.3698
1264,1,-46.69424
1268,1,-47.21283
1272,1,-47.13009
1276,1,-47.87453
1280,1,-47.88015
1284,1,-47.4083
1288,1,-47.67852
1292,1,-47.83836
1296,1,-48.23069
1300,1,-47.70182
1304,1,-48.0324
1308,1,-47.91314
1312,1,-47.71339
1316,1,-47.59813
1320,1,-46.9802
1324,1,-47.06058
1328,1,-47.22104
1332,1,-47.54414
1336,1,-47.06219
1340,1,-46.87531
1344,1,-46.30609
1348,1,-46.94265
1352,1,-47.4277
1356,1,-46.78962
1360,1,-46.27535
1364,1,-46.79919
1368,1,-47.71825
1372,1,-47.60357
1376,1,-47.18409
1380,1,-46.64111
1384,1,-46.67592
1388,1,-47.31795
1392,1,-46.91428
1396,1,-46.85847
1400,1,-46.79461
1404,1,-46.49471
1408,1,-46.927
1412,1,-47.22531
1416,1,-47.07015
1420,1,-46.53193
1424,1,-46.77605
1428,1,-47.45309
1432,1,-47.47536
1436,1,-47.36395
1440,1,-46.67912
1444,1,-46.79868
1448,1,-46.99633
1452,1,-46.89945
1456,1,-46.43497
1460,1,-46.14734
1464,1,-46.20535
1468,1,-46.43609
1472,1,-46.76875
1476,1,-46.54232
1480,1,-46.34282
1484,1,-46.18201
1488,1,-47.14485
1492,1,-46.6335
1496,1,-46.34941
1500,1,-46.00007
1504,1,-45.94881
1508,1,-46.27165
1512,1,-46.54108
1516,1,-46.98673
1520,1,-47.04057
1524,1,-47.00725
1528,1,-46.82076
1532,1,-46.86989
1536,1,-46.31339
1540,1,-45.84559
1544,1,-46.09175
1548,1,-46.43403
1552,1,-47.06256
1556,1,-47.61295
1560,1,-47.30799
1564,1,-46.7237
1568,1,-46.53635
1572,1,-46.71675
1576,1,-46.45986
1580,1,-45.89957
1584,1,-46.21545
1588,1,-46.32245
1592,1,-46.76896
1596,1,-47.13832
1600,1,-46.43547
1604,1,-46.55406
1608,1,-47.28327
1612,1,-47.11201
1616,1,-46.44902
1620,1,-46.51384
1624,1,-46.30352
1628,1,-46.45656
1632,1,-46.76544
1636,1,-46.87522
1640,1,-46.55941
1644,1,-46.75779
1648,1,-46.94512
1652,1,-47.45647
1656,1,-47.79899
1660,1,-47.11773
1664,1,-46.79235
1668,1,-47.16021
1672,1,-47.32738
1676,1,-47.0116
1680,1,-46.89336
1684,1,-46.88266
1688,1,-47.21069
1692,1,-46.99561
1696,1,-46.66392
1700,1,-46.42459
1704,1,-46.36374
1708,1,-46.92011
1712,1,-47.08389
1716,1,-46.91067
1720,1,-46.35357
1724,1,-46.79317
1728,1,-46.83079
1732,1,-47.44418
1736,1,-47.62092
1740,1,-46.98983
1744,1,-46.54537
1748,1,-47.04941
1752,1,-47.5375
1756,1,-47.20065
1760,1,-47.04652
1764,1,-47.70967
1768,1,-49.07324
1772,1,-48.6568
1776,1,-47.8743
1780,1,-47.36996
1784,1,-46.58109
1788,1,-46.93144
1792,1,-46.79772
1796,1,-46.61252
1800,1,-46.63826
1804,1,-47.17023
1808,1,-47.29961
1812,1,-47.77551
1816,1,-47.91444
1820,1,-47.94301
1824,1,-47.7132
1828,1,-47.94226
1832,1,-47.6861
1836,1,-47.15632
1840,1,-47.28642
1844,1,-47.25875
1848,1,-47.84198
1852,1,-48.22245
1856,1,-47.22915
1860,1,-47.32497
1864,1,-47.67138
1868,1,-47.96573
1872,1,-47.86069
1876,1,-47.42849
1880,1,-47.45258
1884,1,-47.78919
1888,1,-47.56321
1892,1,-47.22926
1896,1,-46.89771
1900,1,-46.40052
1904,1,-46.61265
1908,1,-47.37146
1912,1,-47.39189
1916,1,-46.9632
1920,1,-46.88245
1924,1,-46.97948
1928,1,-47.06731
1932,1,-46.78874
1936,1,-46.53042
1940,1,-46.55457
1944,1,-46.23689
1948,1,-46.59756
1952,1,-46.54536
1956,1,-46.42246
1960,1,-46.3623
1964,1,-46.61138
1968,1,-47.71337
1972,1,-49.31266
1976,1,-48.14435
1980,1,-47.15205
1984,1,-47.1235
1988,1,-47.51514
1992,1,-47.20996
1996,1,-46.55015
2000,1,-46.38
2004,1,-46.38375
2008,1,-46.42974
2012,1,-46.26865
2016,1,-45.87363
2020,1,-46.05932
2024,1,-46.44316
2028,1,-46.16831
2032,1,-46.59583
2036,1,-46.49854
2040,1,-46.01067
2044,1,-46.13343
2048,1,-46.69532
2052,1,-46.56511
2056,1,-46.15787
2060,1,-46.21464
2064,1,-46.51405
2068,1,-47.00611
2072,1,-47.02585
2076,1,-46.29918
2080,1,-46.46439
2084,1,-47.37069
2088,1,-47.1605
2092,1,-46.9281
2096,1,-46.47728
2100,1,-46.47046
2104,1,-46.38995
2108,1,-46.82206
2112,1,-46.88055
2116,1,-46.79012
2120,1,-46.44018
2124,1,-46.17427
2128,1,-46.91655
2132,1,-47.27872
2136,1,-46.7593
2140,1,-46.23203
2144,1,-46.41846
2148,1,-46.9039
2152,1,-47.02579
2156,1,-46.12403
2160,1,-45.51563
2164,1,-46.15813
2168,1,-46.68497
2172,1,-46.80398
2176,1,-46.36386
2180,1,-46.28515
2184,1,-46.31131
2188,1,-47.08778
2192,1,-46.73601
2196,1,-46.50901
2200,0,-46.24006
2204,0,-46.4936
2208,0,-46.83468
2212,0,-46.98112
2216,0,-46.50671
2220,0,-46.25856
2224,0,-46.58704
2228,0,-46.87629
2232,0,-46.9785
2236,0,-46.55804
2240,0,-46.84782
2244,0,-47.29755
2248,0,-47.2475
2252,0,-46.77275
2256,0,-46.32257
2260,0,-45.95607
2264,0,-46.07206
2268,0,-46.43755
2272,0,-46.52003
2276,0,-46.11888
2280,0,-46.16436
2284,0,-46.08145
2288,0,-46.22927
2292,0,-46.62247
2296,0,-46.13273
2300,0,-46.01508
2304,0,-46.30877
2308,0,-46.35853
2312,0,-46.10471
2316,0,-45.85467
2320,0,-46.20763
2324,0,-45.93984
2328,0,-46.3642
2332,0,-46.66341
2336,0,-46.09052
2340,0,-45.70568
2344,0,-45.825
2348,0,-46.42715
2352,0,-46.52974
2356,0,-46.44309
2360,0,-46.11914
2364,0,-45.95982
2368,0,-46.10335
2372,0,-46.0651
2376,0,-45.74353
2380,0,-45.53188
2384,0,-45.43451
2388,0,-46.24669
2392,0,-46.51541
2396,0,-46.51942
2400,0,-45.98623
2404,0,-45.75297
2408,0,-46.07905
2412,0,-46.03077
2416,0,-45.71426
2420,0,-45.65199
2424,0,-45.58744
2428,0,-45.92207
2432,0,-46.16647
2436,0,-46.08472
2440,0,-45.71577
2444,0,-45.85973
2448,0,-46.35302
2452,0,-46.28503
2456,0,-46.02279
2460,0,-45.68347
2464,0,-45.77625
2468,0,-45.97248
2472,0,-45.51744
2476,0,-45.44233
2480,0,-45.54025
2484,0,-45.92512
2488,0,-46.4643
2492,0,-46.62364
2496,0,-46.02002
2500,0,-45.54965
2504,0,-45.93053
2508,0,-46.61378
2512,0,-46.63937
2516,0,-45.98904
2520,0,-45.97209
2524,0,-45.94315
2528,0,-46.0761
2532,0,-46.07779
2536,0,-45.69758
2540,0,-46.06969
2544,0,-46.0947
2548,0,-46.36155
2552,0,-46.00814
2556,0,-45.54689
2560,0,-46.27001
2564,0,-46.1463
2568,0,-46.32623
2572,0,-46.29227
2576,0,-45.89883
2580,0,-45.78249
2584,0,-45.96618
2588,0,-46.51881
2592,0,-46.48494
2596,0,-46.41277
2600,0,-45.96236
2604,0,-45.99611
2608,0,-46.21727
2612,0,-46.19764
2616,0,-46.06635
2620,0,-46.03511
2624,0,-46.15509
2628,0,-46.4881
2632,0,-45.88105
2636,0,-45.58548
2640,0,-45.58711
2644,0,-45.79928
2648,0,-46.38913
2652,0,-46.24865
2656,0,-45.91146
2660,0,-45.64432
2664,0,-46.04786
2668,0,-46.33747
2672,0,-46.28545
2676,0,-45.97158
2680,0,-45.40277
2684,0,-45.54491
2688,0,-46.44331
2692,0,-46.05162
2696,0,-45.7291
2700,0,-45.87867
2704,0,-45.66463
2708,0,-46.0438
2712,0,-46.08654
2716,0,-45.7108
2720,0,-45.7639
2724,0,-45.7379
2728,0,-45.91704
2732,0,-46.08937
2736,0,-45.47182
2740,0,-45.57552
2744,0,-45.36058
2748,0,-45.73816
2752,0,-45.75267
2756,0,-45.68176
2760,0,-45.45483
2764,0,-45.42327
2768,0,-45.74681
2772,0,-45.84312
2776,0,-45.92733
2780,0,-45.68806
2784,0,-45.87487
2788,0,-46.54939
2792,0,-46.33136
2796,0,-46.42731
2800,0,-46.80022
2804,0,-46.4161
2808,0,-46.7369
2812,0,-46.67346
2816,0,-45.9026
2820,0,-45.85592
2824,0,-46.01605
2828,0,-46.76339
2832,0,-46.41831
2836,0,-45.90915
2840,0,-45.92049
2844,0,-45.96327
2848,0,-46.35778
2852,0,-46.13608
2856,0,-46.06003
2860,0,-45.67312
2864,0,-45.91759
2868,0,-46.14846
2872,0,-46.26958
2876,0,-46.33076
2880,0,-46.12908
2884,0,-46.32568
2888,0,-46.49953
2892,0,-46.64584
2896,0,-45.81083
2900,0,-45.46373
2904,0,-45.76939
2908,0,-46.02765
2912,0,-46.05694
2916,0,-45.74819
2920,0,-45.90448
2924,0,-45.92992
2928,0,-46.38718
2932,0,-46.22808
2936,0,-45.81519
2940,0,-45.90903
2944,0,-45.58119
2948,0,-45.77516
2952,0,-45.79234
2956,0,-45.02958
2960,0,-45.25331
2964,0,-45.42654
2968,0,-45.94926
2972,0,-45.80838
2976,0,-45.12059
2980,0,-45.31245
2984,0,-45.96497
2988,0,-46.25562
2992,0,-46.25793
2996,0,-45.83643
