0.000000 1.000000 -61.700000 	0.000041 	0.000000 	0.000000 	0.000000 	-0.393991 	-0.000000 	0.000000 	0.000000 	0.006584 	0.015000 	0.100000 	124.436213 
0.200000 1.000000 -61.443462 	0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	-0.000000 	0.000000 	0.000000 	0.006711 	0.027779 	0.100000 	124.436213 
0.400000 1.000000 -61.255601 	0.000000 	0.000000 	0.000000 	0.000041 	-0.000000 	-0.000000 	0.000000 	0.055996 	0.006804 	0.037175 	0.100000 	124.436213 
0.600000 1.000000 -61.064537 	0.000000 	0.000000 	0.000000 	0.000000 	-0.000000 	-0.000000 	0.000000 	0.000000 	0.006898 	0.046726 	0.100000 	124.436213 
0.800000 1.000000 -60.881864 	0.000000 	0.000000 	0.000041 	0.000041 	-0.000000 	-0.000000 	0.057519 	0.057519 	0.006989 	0.055866 	0.100000 	124.436213 
1.000000 1.000000 -60.707908 	0.000000 	0.000000 	0.000041 	0.000000 	-0.000000 	-0.000000 	0.058228 	0.000000 	0.007075 	0.064561 	0.100000 	124.436213 
1.200000 1.000000 -60.516516 	0.000000 	0.000000 	0.000041 	0.000163 	-0.000000 	-0.000000 	0.059008 	0.236034 	0.007170 	0.074143 	0.100000 	124.436213 
1.400000 1.000000 -60.336799 	0.000041 	0.000000 	0.000041 	0.000041 	-0.388442 	-0.000000 	0.059738 	0.059738 	0.007258 	0.083101 	0.100000 	124.436213 
1.600000 1.000000 -60.169279 	0.000041 	0.000000 	0.000081 	0.000122 	-0.387759 	-0.000000 	0.120844 	0.181265 	0.007341 	0.091487 	0.100000 	124.436213 
1.800000 1.000000 -60.027852 	0.000000 	0.000000 	0.000041 	0.000041 	-0.000000 	-0.000000 	0.060999 	0.060999 	0.007412 	0.098569 	0.100000 	124.436213 
2.000000 1.000000 -59.873042 	0.000000 	0.000000 	0.000041 	0.000163 	-0.000000 	-0.000000 	0.061630 	0.246522 	0.007488 	0.106319 	0.100000 	124.436213 
2.200000 0.998660 -59.673412 	0.000041 	0.000000 	0.000041 	0.000041 	-0.385739 	-0.000000 	0.062442 	0.062442 	0.007587 	0.116273 	0.100000 	124.436213 
2.400000 0.994996 -59.474355 	0.000000 	0.000000 	0.000041 	0.000081 	-0.000000 	-0.000000 	0.063254 	0.126509 	0.007686 	0.126249 	0.100000 	124.436213 
2.600000 0.989461 -59.300485 	0.000041 	0.000000 	0.000122 	0.000122 	-0.384218 	-0.000000 	0.191886 	0.191886 	0.007772 	0.134933 	0.100000 	124.436213 
2.800000 0.982445 -59.171301 	0.000041 	0.000000 	0.000041 	0.000122 	-0.383692 	-0.000000 	0.064488 	0.193464 	0.007836 	0.141387 	0.100000 	124.436213 
3.000000 0.974279 -59.011700 	0.000041 	0.000000 	0.000081 	0.000081 	-0.383042 	-0.000000 	0.130277 	0.130277 	0.007915 	0.149368 	0.100000 	124.436213 
3.200000 0.965248 -58.838567 	0.000000 	0.000000 	0.000041 	0.000122 	-0.000000 	-0.000000 	0.065845 	0.197536 	0.008000 	0.158045 	0.100000 	124.436213 
3.400000 0.955588 -58.662142 	0.000000 	0.000000 	0.000041 	0.000081 	-0.000000 	-0.000000 	0.066564 	0.133128 	0.008088 	0.166864 	0.100000 	124.436213 
3.600000 0.945502 -58.526992 	0.000081 	0.000000 	0.000041 	0.000081 	-0.762137 	-0.000000 	0.067112 	0.134223 	0.008154 	0.173584 	0.100000 	124.436213 
3.800000 0.935158 -58.364210 	0.000081 	0.000000 	0.000041 	0.000041 	-0.760811 	-0.000000 	0.067775 	0.067775 	0.008235 	0.181721 	0.100000 	124.436213 
4.000000 0.924698 -58.167139 	0.000041 	0.000000 	0.000122 	0.000041 	-0.379600 	-0.000000 	0.205740 	0.068580 	0.008333 	0.191602 	0.100000 	124.436213 
4.200000 0.922263 -58.022089 	0.000081 	0.000000 	0.000081 	0.000122 	-0.758021 	-0.000000 	0.138339 	0.207509 	0.008404 	0.198839 	0.100000 	124.436213 
4.400000 0.933855 -57.890969 	0.000000 	0.000000 	0.000041 	0.000204 	-0.000000 	-0.000000 	0.069707 	0.348536 	0.008470 	0.205436 	0.100000 	124.436213 
4.600000 0.956826 -57.736393 	0.000000 	0.000000 	0.000081 	0.000081 	-0.000000 	-0.000000 	0.140673 	0.140673 	0.008546 	0.213158 	0.100000 	124.436213 
4.800000 0.988905 -57.590744 	0.000041 	0.000000 	0.000000 	0.000122 	-0.377252 	-0.000000 	0.000000 	0.212784 	0.008618 	0.220417 	0.100000 	124.436213 
5.000000 1.028150 -57.359746 	0.000041 	0.000000 	0.000000 	0.000041 	-0.376312 	-0.000000 	0.000000 	0.071868 	0.008732 	0.231958 	0.100000 	124.436213 
5.200000 1.072906 -57.170724 	0.000000 	0.000000 	0.000000 	0.000122 	-0.000000 	-0.000000 	0.000000 	0.217922 	0.008826 	0.241434 	0.100000 	124.436213 
5.400000 1.121768 -56.945721 	0.000041 	0.000000 	0.000000 	0.000163 	-0.374624 	-0.000000 	0.000000 	0.294224 	0.008937 	0.252667 	0.100000 	124.436213 
5.600000 1.173549 -56.785022 	0.000041 	0.000000 	0.000041 	0.000244 	-0.373969 	-0.000000 	0.074211 	0.445268 	0.009017 	0.260711 	0.100000 	124.436213 
5.800000 1.227250 -56.476196 	0.000081 	0.000000 	0.000041 	0.000122 	-0.745426 	-0.000000 	0.075467 	0.226401 	0.009170 	0.276121 	0.100000 	124.436213 
6.000000 1.282038 -56.304845 	0.000041 	0.000000 	0.000000 	0.000367 	-0.372012 	-0.000000 	0.000000 	0.685514 	0.009255 	0.284724 	0.100000 	124.436213 
6.200000 1.335073 -56.099668 	0.000041 	0.000000 	0.000000 	0.000244 	-0.371177 	-0.000000 	0.000000 	0.462018 	0.009356 	0.294970 	0.100000 	124.436213 
6.400000 1.384207 -55.860291 	0.000122 	0.000000 	0.000000 	0.000163 	-1.110617 	-0.000000 	0.000000 	0.311898 	0.009474 	0.306892 	0.100000 	124.436213 
6.600000 1.429701 -55.535987 	0.000000 	0.000000 	0.000000 	0.000122 	-0.000000 	-0.000000 	0.000000 	0.237900 	0.009635 	0.323158 	0.100000 	124.436213 
6.800000 1.471803 -55.232321 	0.000204 	0.000000 	0.000000 	0.000122 	-1.838253 	-0.000000 	0.000000 	0.241589 	0.009785 	0.338248 	0.100000 	124.436213 
7.000000 1.510746 -54.866384 	0.000163 	0.000000 	0.000041 	0.000285 	-1.464626 	-0.000000 	0.082024 	0.574166 	0.009966 	0.356583 	0.100000 	124.436213 
7.200000 1.546752 -54.592946 	0.000122 	0.000000 	0.000041 	0.000326 	-1.095122 	-0.000000 	0.083140 	0.665117 	0.010102 	0.370277 	0.100000 	124.436213 
7.400000 1.580025 -54.285898 	0.000122 	0.000000 	0.000041 	0.000204 	-1.091372 	-0.000000 	0.084390 	0.421948 	0.010254 	0.385617 	0.100000 	124.436213 
7.600000 1.610760 -53.968504 	0.000000 	0.000000 	0.000041 	0.000367 	-0.000000 	-0.000000 	0.085689 	0.771198 	0.010411 	0.401558 	0.100000 	124.436213 
7.800000 1.639139 -53.562349 	0.000122 	0.000000 	0.000041 	0.000244 	-1.082527 	-0.000000 	0.087338 	0.524028 	0.010612 	0.421799 	0.100000 	124.436213 
8.000000 1.665332 -53.175925 	0.000163 	0.000000 	0.000041 	0.000244 	-1.437077 	-0.000000 	0.088911 	0.533466 	0.010803 	0.441102 	0.100000 	124.436213 
8.200000 1.688639 -52.703025 	0.000041 	0.000000 	0.000041 	0.000285 	-0.357338 	-0.000000 	0.090843 	0.635898 	0.011038 	0.464807 	0.100000 	124.436213 
8.400000 1.708577 -52.416394 	0.000163 	0.000000 	0.000041 	0.000285 	-1.424697 	-0.000000 	0.092006 	0.644043 	0.011179 	0.479085 	0.100000 	124.436213 
8.600000 1.725578 -52.061749 	0.000285 	0.000000 	0.000041 	0.000367 	-2.483129 	-0.000000 	0.093448 	0.841028 	0.011354 	0.496774 	0.100000 	124.436213 
